,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50
cell_172,-2.17974,1.100431,-12.632585,6.7251487,-4.2749195,-11.931501,-1.1044804,-7.7723365,-5.3875766,-0.6098914,-29.867622,-19.316072,8.936669,1.1028297,-24.673754,19.80674,10.986944,-14.9537115,6.0002337,28.12714,23.289505,11.595584,6.6820364,26.390667,-17.144947,-14.472076,4.113864,-13.63541,2.6307516,-4.0215025,12.556573,-1.7121477,12.452643,-5.6715727,19.89047,15.007823,12.653286,-5.7450366,26.219467,-14.566143,-15.753151,-2.4748769,15.113325,-35.352856,-10.469792,17.451479,2.597364,0.24348469,-18.286295,-5.03251
cell_173,-11.70493,3.4909537,-8.57041,-4.410821,-8.715482,-4.4140105,-0.19202733,2.67166,3.201797,-8.122251,-12.126223,-26.981182,-3.7552817,11.273277,-19.656328,10.968985,11.890491,-20.088346,-3.3822916,27.252865,6.73264,-1.0197496,-8.818439,26.253517,-8.75672,6.807803,22.057972,-14.165219,-10.001429,4.6499047,5.694695,6.585692,5.5547256,-1.7286292,5.8888884,19.629925,2.6108804,-0.60140115,21.56298,-16.402649,-7.146936,10.082718,-0.9410025,-28.345066,-14.39586,20.884554,5.425613,2.8010247,-16.500551,-9.1214075
cell_174,-3.4641817,-1.7510716,-8.973438,4.2157893,6.666323,-6.2197413,-1.4404124,-5.316615,3.5995934,-1.379544,-12.076313,-22.1979,6.943276,4.635541,-10.624889,11.503145,0.47455832,-11.734375,-3.4316623,15.182598,3.8324273,8.49412,-5.4146986,18.945385,-13.84688,-8.455101,11.246443,-21.876986,-2.6422603,-2.3494172,-2.883403,1.6705426,10.58789,2.6273205,12.985629,9.468181,-3.4055557,3.2786727,21.408857,-14.649742,-13.579283,4.210112,4.5749817,-27.879656,-8.13111,12.770063,4.03948,2.5656002,-15.790208,-4.056492
cell_175,-3.2797148,-3.741412,-11.753477,19.544523,15.453355,-18.109463,-3.3149338,-9.17485,-5.571667,10.504653,-28.432228,-14.483393,16.582375,-1.64894,-11.385932,20.633352,-3.384314,-4.8110394,8.569919,13.561783,14.044388,27.648054,17.847616,17.271074,-17.190996,-9.903213,3.554779,-31.186802,5.418734,2.2529066,7.0440416,-13.924338,7.101403,2.7224903,16.25908,16.317547,6.2248797,9.687876,23.234234,-14.574015,-22.302969,-3.637719,15.910045,-35.91815,8.222084,19.345118,2.3506913,6.2184315,-27.024076,-5.983968
cell_176,-16.18562,-7.200079,0.3182088,-8.866594,0.29100013,-9.179623,-8.288143,-8.679624,1.2279711,-2.2158198,-10.989994,-17.170267,-4.742933,1.178114,-14.970024,11.312186,4.974304,-9.471922,-8.964899,17.696398,6.103272,-0.02285775,-5.505547,32.67936,-8.0636,2.5316,11.130986,-28.304752,-5.9785895,0.3212655,-6.430479,3.5904868,1.6951456,6.8533044,1.2616109,10.680635,-10.56623,2.7443695,25.287064,-16.221767,-8.002023,12.749928,-8.527047,-28.434578,-11.647594,16.064236,6.2207932,2.842552,-18.259096,-15.03606
cell_177,-13.335059,-4.8195114,-2.711121,-3.024743,0.17706974,-7.935642,-3.6110742,-5.6777005,1.4868895,0.5237748,-12.222806,-13.367706,3.2472436,0.27710804,-14.607746,8.25025,5.1536374,-9.403924,-0.7019963,17.123297,8.023191,6.4601164,-1.6481097,22.847536,-12.256569,0.8101497,8.43407,-24.973585,-4.9289713,-4.2275453,-1.6334199,1.9075347,6.35022,5.0417886,3.9052515,9.117407,-9.185302,-0.73088795,20.354376,-10.76983,-9.170726,6.6121035,2.9925492,-24.737902,-7.9074464,13.425592,7.0824246,3.651149,-15.85263,-14.284638
cell_178,-19.187897,-7.3537865,-0.9474009,-5.2375607,-4.869165,-4.894506,-1.0771778,-11.27622,1.9614573,0.86064404,-12.5978565,-18.51206,-2.0455174,0.612401,-22.671167,9.464169,12.421311,-12.392369,-3.478999,23.226444,10.153983,0.6138018,-2.949656,26.7768,-10.310943,1.8252431,9.475743,-25.300682,-2.2247682,-5.983895,-7.762316,1.1390079,1.7103565,4.0246754,8.0970335,12.781472,-10.320794,4.0686755,20.04519,-16.00473,-9.637281,10.623058,-5.3230443,-22.774158,-16.978981,11.73507,10.842891,1.401439,-18.608591,-14.7578125
cell_179,-10.192946,-7.313854,-4.926277,-9.937418,-5.8738146,-5.899459,-6.6212134,-1.2729954,4.254221,-7.3529634,-5.475564,-11.289419,3.3237264,8.194232,-13.729052,6.5320916,1.7223206,-8.478876,-8.549316,19.689333,-5.202509,-4.4047127,-15.844222,26.554623,-9.163985,-4.972797,15.532357,-21.47715,-3.4962966,-4.5262427,-7.6428285,-4.1132045,9.3856325,7.9248877,3.534198,10.909859,-4.157091,-2.9947143,23.73066,-5.4873557,-11.2596655,7.3343763,-6.0116267,-23.322111,-11.54341,19.172888,6.896005,-0.29284498,-9.902192,-13.237512
cell_180,-6.9411445,-3.2217624,-0.86595774,-6.150478,1.3602302,-4.4138346,-1.6583992,-0.49677014,1.4409767,-2.6098645,-10.3723755,-17.131855,0.30491933,-1.4746319,-14.848804,12.965858,12.129279,-13.028768,-3.645412,17.060404,4.1180677,0.87538576,-7.4841204,24.004652,-12.285565,-7.6269097,5.104872,-23.962906,-4.099908,-6.720523,-0.28892878,3.9941995,8.424562,-1.1443912,6.9704313,7.123154,-8.630744,-0.18366638,22.861265,-9.925636,-5.967597,2.1470554,0.69419765,-24.879456,-7.787097,8.504192,4.2663293,4.1871977,-15.32223,-11.593186
cell_181,-8.741773,-9.644841,-3.3373184,-6.928718,0.09306741,-10.235996,-2.9671173,-12.962274,3.9798684,-0.9500977,-7.273787,-14.507189,4.809917,8.155296,-12.195226,10.627422,10.407117,-4.698673,-2.853817,24.486715,11.0094185,-0.9289241,-9.248757,22.265331,-12.381957,-4.339134,11.245206,-17.599266,1.8555946,-3.3770134,0.1140999,0.034508657,8.844756,6.5554214,9.033843,11.010501,-2.7272716,-1.1547369,18.099365,-4.485037,-15.071768,12.081415,1.6642312,-24.872808,-19.063738,19.438272,4.5612507,0.9633778,-15.467509,-13.773218
cell_182,-13.258178,-9.26417,1.5566634,-16.980051,-4.7713265,-10.685229,-3.0169318,-8.859677,-4.444193,0.23538361,-1.7143894,-15.720253,-3.875617,-0.43328008,-15.479486,18.3203,14.924471,-15.804581,-8.005064,27.152151,11.889245,3.970014,-8.779593,24.440157,-14.979749,-4.1534643,12.022403,-21.40015,-2.6816003,-4.7766714,-0.8843127,0.33543342,-5.4485755,-0.08607047,3.6052039,14.143082,-1.5201237,1.0810502,23.255165,-11.718596,-15.471367,14.665517,-3.0056486,-21.155249,-22.95462,16.88246,-0.32242465,-2.0654552,-22.502293,-13.900667
cell_183,-10.089382,-6.5940394,-6.3206882,-5.5623927,-6.9323597,-7.4322824,-2.2820067,-1.4240826,0.4038999,-2.40883,-5.809115,-12.542483,0.8890212,5.374608,-11.974008,10.146804,10.253477,-10.810514,-4.2088633,24.180553,4.473199,4.787844,-11.671809,19.426105,-11.287887,-0.7667114,14.22055,-12.850038,-2.8225887,2.6172268,4.121573,2.2201362,5.369045,1.1405249,2.529871,13.605938,-0.23652685,-2.0816057,20.805143,-4.7998133,-10.902889,3.906503,2.15445,-19.809181,-12.80676,21.004787,3.0761077,0.11550723,-16.277487,-12.22553
cell_184,-7.328351,-3.9193075,3.2920082,-0.43328512,-3.234349,-2.9324427,1.1248516,-9.247926,4.448678,0.21228254,-7.4519544,-21.210155,1.0921448,1.0678129,-15.559109,13.9834,15.277124,-23.772272,-6.8378043,25.12381,24.916239,4.307717,-6.004985,11.860075,-15.189096,-4.7667236,2.9506154,-20.098112,-1.1532565,-2.355523,3.4826834,14.783591,9.743474,-2.2838035,2.6118157,1.1517018,-9.228311,8.521248,16.98969,-12.369969,-6.3765955,6.916293,-3.5774155,-25.747725,-16.377829,9.498096,8.83624,5.697862,-14.861482,-17.511602
cell_185,-8.989514,-5.6427646,-1.7709311,-5.0012817,-0.48131278,-2.5610516,-3.4861753,-9.898796,4.693685,-0.82711196,-6.8554397,-20.098907,1.4583521,2.9383514,-21.637022,10.327156,12.212214,-17.48522,-12.527934,26.065207,20.867104,-5.66722,-14.503328,17.468987,-10.208226,-6.5270023,8.018563,-22.025019,0.46902597,-4.0718045,-4.5712,8.156483,6.8031497,-0.5121759,5.650038,3.8176417,-7.732641,2.0903506,18.438078,-15.39317,-8.212598,10.021924,-12.241324,-26.292652,-19.906696,13.673349,9.964224,1.5828623,-12.530358,-11.705101
cell_186,-8.810244,-6.161779,-4.7714496,0.29295313,1.4464582,-12.989524,-3.453526,-8.841208,3.5595028,1.5612803,-12.428541,-16.028952,7.069264,5.8157444,-14.395041,5.242097,-0.34795094,-10.244451,-1.6080158,18.446358,4.529366,4.9011817,-5.426733,24.164999,-15.159813,-6.2888227,12.531683,-25.225655,0.7318393,-5.3425026,-8.398418,-1.0400602,9.773552,3.7750633,12.06998,10.921003,-6.051907,4.8833685,19.257793,-13.052572,-17.92681,8.886503,-2.541999,-27.138443,-13.130694,17.911934,6.15875,4.2636137,-15.420272,-9.579684
cell_187,-15.563288,-6.0654016,-6.158385,-9.5579605,-7.0984216,-14.31038,-10.852139,0.37751985,-11.231175,4.388444,-7.349526,-14.487521,-3.5169404,-5.4842114,-18.658548,10.98224,5.3910275,-16.030361,2.4077115,21.934317,5.6841216,7.9679604,-8.163038,24.971027,-11.661165,-0.4985706,13.647318,-24.93545,-5.505593,-3.4598155,-4.9606304,0.24914785,-6.3001075,4.8426385,2.0139577,20.582817,-1.180182,4.619159,22.815893,-14.29255,-14.449726,9.02737,-10.316246,-21.154818,-15.120484,17.661634,-1.558324,-0.47724384,-27.579062,-11.811659
cell_188,-9.785265,-5.884812,-4.558236,-6.1551356,-2.1097171,-14.560177,-5.305016,-2.7803693,2.4095922,-0.07190179,-1.7524967,-17.55227,2.6225262,9.399027,-11.88786,9.470953,7.1362705,-9.760864,-0.26752853,24.784422,3.574003,-4.864572,-14.229426,22.798641,-8.859858,-0.24212314,19.625542,-20.497128,-3.920023,-2.9628577,-7.312485,0.63220936,6.677819,5.6712656,5.8243623,11.422717,-1.9020165,1.1954865,15.430563,-4.7883816,-14.164677,10.406491,-8.083338,-25.656796,-19.753038,22.845413,4.4526334,2.093682,-16.611065,-12.074345
cell_189,-6.4670143,-4.136974,-10.192028,-2.809977,0.60859215,-2.5903459,-5.290311,-4.1067157,2.8567622,-0.5492656,-7.1741147,-18.216171,6.5283375,5.1112227,-14.504305,6.9420257,5.995294,-13.726703,-1.9408174,20.481941,9.342107,3.17422,-16.426647,15.271714,-12.328908,-7.7909656,10.707466,-19.148697,-1.5087827,-5.1471057,-0.75141376,2.1552544,9.913964,6.1621914,7.5747204,12.874343,-3.5826383,1.0000901,20.98386,-9.037593,-12.323444,7.6742554,-0.7744275,-23.388626,-15.05914,14.137715,4.4955053,1.4943758,-16.695389,-9.537762
cell_190,-10.814465,-5.387968,-4.7701435,-4.014309,-0.71915424,-7.7464404,-3.172245,-2.100286,2.4765432,0.3276306,-5.9374804,-12.186385,2.2381968,0.9057353,-12.605603,7.5966916,8.948566,-8.146376,-0.16644832,20.028452,4.4133034,2.4755006,-11.761762,17.394741,-12.904827,0.981132,12.435062,-22.094326,-5.676175,-4.3619137,-2.6572733,1.6266088,3.7260585,1.6711162,3.7586432,9.206565,-9.266231,0.7786219,14.929273,-5.9119115,-10.462073,6.590083,1.1142973,-19.50536,-13.44977,17.475325,5.732776,4.9943275,-15.439614,-11.672531
cell_191,-4.9509816,-5.8852124,-11.687277,6.5232916,13.714606,-12.903746,-5.3344784,-9.058301,2.7608545,5.943668,-16.64027,-9.70264,19.314766,8.897758,-11.370947,7.2688193,-6.017364,-2.9542508,-0.3837497,14.728147,12.512524,14.116003,-0.004642325,15.865093,-13.658289,-7.4109735,9.586258,-28.019722,3.6491265,-2.6766832,3.465019,-9.698763,11.068453,7.673542,8.661497,14.447375,2.1021142,-1.8076319,21.016012,-10.693791,-20.250757,6.785597,11.94186,-31.342678,-4.2747173,23.554098,3.4814107,3.0029132,-20.385462,-6.3433228
cell_192,-10.837182,-3.9606307,-2.4950304,-4.986511,-4.9987216,-5.2573876,0.42240244,-2.2036302,5.1765947,-4.464745,-5.731778,-14.00506,-1.634145,4.849705,-9.767244,12.980869,3.8652897,-13.641584,-8.128501,22.653082,3.5625327,9.407415,-3.764788,19.306479,-12.310353,0.24772106,14.882038,-16.314123,-7.1991415,0.9182595,2.874217,0.6099242,3.553916,1.5889448,4.3373737,8.952215,-1.5784268,3.4802241,17.552122,-9.813093,-12.620024,9.953455,2.3555658,-23.799782,-8.707877,18.907164,9.45976,1.7106984,-12.200255,-16.473106
cell_193,-10.18311,-9.0455265,-5.06092,-7.0523167,-3.8841083,-13.909778,-8.483373,-13.644742,0.82834756,-0.34774005,-7.2524467,-13.341813,4.213823,3.6711483,-13.55837,10.016773,10.910615,-8.29061,-1.4273933,24.570654,9.926085,0.93699384,-12.359376,23.25938,-12.752074,-4.8218985,11.293477,-19.029238,3.585442,-3.410722,-4.3154874,3.381998,9.015358,8.438315,5.1549015,14.649992,-3.543887,-1.2283574,20.8168,-3.0027268,-17.05828,10.148005,-4.507065,-25.066381,-22.56125,17.392267,2.896867,-0.6147842,-21.526928,-12.787203
cell_194,-9.772168,-5.036916,-11.514483,2.5377028,6.1326017,-8.366418,-1.6263409,-7.2005224,6.391418,0.08946503,-13.913141,-14.30326,5.8657694,3.720531,-16.548697,8.740455,2.9487634,-1.7059553,-2.628759,19.514523,3.4582236,2.9486845,-9.088049,21.216143,-13.099541,-4.962,12.462407,-22.153286,0.6175738,-2.3594482,-3.450389,-1.5186316,8.483711,3.2418823,14.409153,8.34256,-4.3285174,0.99485886,17.768202,-13.774909,-13.819294,5.3927736,-1.4650418,-26.85048,-7.8224254,22.84806,8.420191,2.5916085,-14.527692,-8.183347
cell_195,-8.243855,-6.6541033,-12.484463,4.811718,12.623261,-14.532149,-3.8936672,-13.812447,2.3175237,5.6620893,-13.172844,-13.194054,16.559195,7.596075,-11.344358,4.9234962,-5.26271,-1.8720814,3.7874732,14.166069,8.818917,11.967424,-3.2024412,19.243359,-16.115108,-9.699545,11.981312,-25.760853,5.0417466,-5.46727,-5.6030755,-4.9657545,12.928687,10.294728,12.225733,11.590674,-3.109023,0.0640835,20.523224,-12.551009,-21.522678,8.472206,5.784472,-28.83775,-8.907638,19.699995,3.5396202,2.2800064,-18.766275,-7.449869
cell_196,-11.453072,-9.089201,-4.3808737,-6.947944,3.3111439,-6.1151037,-3.809192,-8.7567625,3.7666128,-1.5654078,-5.209111,-11.11052,2.445346,1.2512991,-12.838552,16.825407,8.71991,-3.3480315,-4.596581,22.76654,6.7776084,1.7052155,-7.084835,20.545929,-11.008884,-4.4732094,9.562481,-23.008911,-4.0630684,-5.713799,-1.3989322,-4.6601925,3.0781384,7.1400075,8.557798,7.6604223,-4.193647,-0.7102219,17.617823,-4.816229,-12.519388,8.959105,0.9476956,-25.49701,-13.035156,17.65208,8.136606,0.4460719,-16.313108,-14.589586
cell_197,-15.083282,-5.834137,-6.21578,-4.452857,5.285949,-8.702657,-2.703807,-3.422585,2.1578693,4.725091,-11.225388,-19.388084,-0.69319546,1.5905019,-15.953749,9.510813,0.6548913,-7.270461,-1.3928859,20.360954,2.7051868,2.1565325,-9.963893,23.56505,-10.556176,2.672462,16.325169,-29.54579,-3.9748702,-3.4153259,-6.9510994,-4.240717,-0.79256976,6.022669,12.863526,8.64951,-4.778284,8.291975,21.921953,-20.807898,-11.898546,10.905842,-10.369252,-24.746294,-5.826847,23.691952,7.557168,1.4770303,-15.397111,-14.4235935
cell_198,-7.474094,-4.477288,0.30324396,-11.601777,2.118823,-8.057488,0.044758506,-1.5251795,4.983699,0.05163692,-7.302253,-17.49443,5.13645,2.993741,-12.1603565,4.993727,9.012139,-11.121943,-1.6516142,17.99439,-1.9930233,-1.0365483,-16.462431,23.906134,-16.00208,-6.4476037,12.719662,-27.811327,0.86425877,-13.272042,-7.0827913,-0.86195487,11.730087,2.3708863,8.575392,5.223221,-11.250183,-0.66712373,23.259422,-8.778714,-12.755867,8.486298,-0.70418054,-20.691078,-9.118579,12.863035,5.923098,2.6241353,-8.709628,-16.801165
cell_199,-15.707276,-6.285539,-2.7997618,-4.4214773,-7.93908,-8.522683,-3.0487568,-2.766912,0.09494167,-1.3472722,1.0761489,-15.475127,1.0163015,3.8493872,-14.680592,7.328571,4.9215484,-19.170946,-6.221582,21.523697,9.769348,5.6369524,-9.229451,17.89389,-12.284182,-1.5319711,15.148312,-20.221947,-6.8620706,-0.6743132,-9.49002,9.81934,5.4439898,4.239441,-6.750408,9.907895,-11.02367,2.424089,16.796692,-10.868711,-11.133731,9.185301,-7.1293826,-22.805378,-19.448109,13.782865,8.081498,3.6766908,-19.045809,-15.599485
cell_200,-14.8155775,-6.752575,-5.5418086,-8.195396,-2.3266194,-3.9543304,-2.8059404,-3.7413688,0.8747498,-2.8391986,0.9258236,-14.891562,4.321436,4.8741302,-20.476957,13.091983,8.520945,-15.295931,-8.179469,24.109789,11.356105,0.89850336,-6.9045224,19.34421,-9.681319,-5.2916393,13.865693,-22.669878,-9.938618,-7.2385693,-7.869765,-0.7510697,2.6999824,4.0026903,-0.7696252,14.547179,-7.9568863,-6.125266,14.9605255,-8.829462,-11.922525,11.93283,-0.61542624,-26.938646,-23.02572,11.17174,10.182909,2.0435743,-20.465897,-11.352507
cell_201,-11.933341,-5.674227,-2.221363,0.9243615,-2.6420643,-16.778574,2.8846843,-15.585715,3.116235,-5.470873,-20.299675,-20.179285,2.2849586,10.229756,-13.10636,12.061003,1.2779227,-6.452867,0.38532034,16.240637,-0.57594043,5.1042194,7.6224456,39.213997,-16.438871,-3.566629,13.847869,-20.489496,-0.04845779,-0.44530898,-8.170883,0.8637415,12.076484,2.7907944,13.819127,12.101857,-3.8581352,2.5285459,24.573551,-17.795692,-15.583123,7.608919,5.396281,-31.165815,-12.71136,17.564001,4.0872703,4.4274106,-15.293625,-8.859407
cell_202,-9.869076,-6.129036,-10.813033,2.786963,5.092209,-7.6552906,-5.210779,-7.96189,5.808646,-0.79099643,-11.687623,-12.706914,7.382854,5.083287,-13.933959,7.892851,-1.6235561,-4.1031656,-6.751345,19.059174,6.2591815,7.9218373,-8.045439,18.34514,-12.673037,-4.4130025,12.368175,-23.016443,-1.5852995,0.36915028,-2.3103437,-0.6556679,7.493795,6.1587887,8.556688,11.670444,-5.2323265,2.6704483,18.863874,-12.400701,-15.7776575,9.026458,1.6786405,-27.608976,-10.252634,22.607698,7.7698574,2.3825796,-18.30594,-8.843921
